,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
8774871,8774871,Male,29,1,28.0,1,< 1 Year,No,56844.0,152.0,69,0
2292077,2292077,Male,57,1,27.0,0,1-2 Year,No,25765.0,154.0,246,0
5999285,5999285,Male,28,1,50.0,0,< 1 Year,Yes,2630.0,156.0,170,0
4383501,4383501,Female,23,1,15.0,0,< 1 Year,Yes,24772.0,152.0,145,0
6690814,6690814,Male,52,1,28.0,1,1-2 Year,Yes,39299.0,26.0,112,0
4277634,4277634,Male,71,1,28.0,0,1-2 Year,Yes,39421.0,13.0,51,0
2986358,2986358,Female,24,1,47.0,1,< 1 Year,No,27386.0,152.0,68,0
5435278,5435278,Male,22,1,36.0,1,< 1 Year,No,33577.0,160.0,284,0
2539218,2539218,Female,54,1,28.0,0,> 2 Years,Yes,47612.0,26.0,31,0
784806,784806,Female,42,1,6.0,0,1-2 Year,Yes,33113.0,26.0,144,0
2552252,2552252,Male,60,1,39.0,0,1-2 Year,Yes,2630.0,124.0,229,0
8801760,8801760,Female,29,1,28.0,0,< 1 Year,Yes,57744.0,26.0,106,1
11038620,11038620,Female,55,1,28.0,0,1-2 Year,Yes,61452.0,3.0,117,0
3832218,3832218,Male,21,1,46.0,1,< 1 Year,No,32257.0,152.0,232,0
6135401,6135401,Male,35,1,29.0,1,1-2 Year,Yes,2630.0,124.0,112,0
1264540,1264540,Male,22,1,17.0,0,< 1 Year,Yes,49302.0,152.0,264,0
3934689,3934689,Female,56,1,28.0,1,1-2 Year,No,67568.0,26.0,151,0
1089678,1089678,Male,22,1,13.0,0,< 1 Year,Yes,26410.0,152.0,33,0
1993128,1993128,Male,66,1,33.0,1,1-2 Year,No,2630.0,26.0,175,0
2044028,2044028,Male,31,1,11.0,1,< 1 Year,No,25256.0,152.0,235,0
3133535,3133535,Female,45,1,46.0,0,1-2 Year,Yes,29310.0,124.0,168,0
6043485,6043485,Female,24,1,41.0,1,< 1 Year,No,24463.0,152.0,249,0
3900028,3900028,Female,55,1,28.0,1,1-2 Year,No,31428.0,122.0,12,0
6795898,6795898,Female,41,1,9.0,0,1-2 Year,Yes,23668.0,154.0,144,0
6588561,6588561,Female,53,1,28.0,1,1-2 Year,No,34873.0,152.0,238,0
7088814,7088814,Male,71,1,41.0,0,1-2 Year,Yes,52816.0,124.0,252,0
11370038,11370038,Female,22,1,47.0,0,< 1 Year,Yes,30320.0,152.0,132,0
10211925,10211925,Female,26,1,27.0,1,< 1 Year,No,22304.0,152.0,172,0
3693746,3693746,Male,23,1,8.0,0,< 1 Year,Yes,49749.0,152.0,188,0
5853881,5853881,Male,77,1,8.0,1,1-2 Year,Yes,2630.0,26.0,160,0
6712084,6712084,Male,37,1,8.0,0,1-2 Year,Yes,35552.0,154.0,64,0
4691837,4691837,Male,22,1,6.0,1,< 1 Year,No,27541.0,152.0,176,0
4234382,4234382,Female,23,1,41.0,1,< 1 Year,No,26274.0,152.0,136,0
6103236,6103236,Male,65,1,28.0,1,1-2 Year,No,56373.0,124.0,112,0
6947829,6947829,Male,25,1,47.0,1,< 1 Year,No,29288.0,152.0,12,0
3518166,3518166,Male,44,1,7.0,0,1-2 Year,Yes,56632.0,124.0,129,0
10254602,10254602,Male,65,1,28.0,0,> 2 Years,Yes,43418.0,124.0,178,0
6685962,6685962,Male,24,1,28.0,1,< 1 Year,No,40626.0,152.0,187,0
8230317,8230317,Male,53,1,28.0,0,> 2 Years,Yes,39955.0,124.0,12,0
7179965,7179965,Female,38,1,28.0,0,1-2 Year,Yes,61705.0,156.0,110,0
9583398,9583398,Male,33,1,13.0,0,< 1 Year,No,25600.0,152.0,191,0
3164395,3164395,Female,21,1,3.0,0,< 1 Year,Yes,40997.0,160.0,73,0
7447646,7447646,Male,53,1,28.0,0,1-2 Year,Yes,24494.0,124.0,245,0
6574819,6574819,Female,57,1,28.0,0,> 2 Years,Yes,2630.0,124.0,72,0
4095238,4095238,Female,21,1,41.0,0,1-2 Year,Yes,36494.0,156.0,278,0
10368631,10368631,Male,22,1,37.0,0,< 1 Year,Yes,34134.0,152.0,155,1
5555343,5555343,Female,22,1,8.0,1,< 1 Year,No,39440.0,152.0,191,0
1772732,1772732,Female,34,1,44.0,1,1-2 Year,No,30449.0,152.0,160,0
8741034,8741034,Male,49,1,28.0,0,1-2 Year,No,33303.0,139.0,107,0
1376792,1376792,Male,22,1,15.0,0,< 1 Year,Yes,51926.0,152.0,45,1
559245,559245,Male,47,1,34.0,1,1-2 Year,No,28841.0,26.0,242,0
1228630,1228630,Male,33,1,28.0,0,< 1 Year,Yes,35099.0,26.0,241,0
1052868,1052868,Female,23,1,36.0,1,< 1 Year,Yes,31159.0,160.0,255,0
8964920,8964920,Male,42,1,28.0,1,1-2 Year,No,27850.0,124.0,56,0
1798370,1798370,Male,74,1,48.0,0,1-2 Year,Yes,2630.0,13.0,263,0
9650867,9650867,Male,44,1,28.0,0,1-2 Year,Yes,31382.0,26.0,159,0
3095743,3095743,Male,31,1,41.0,1,< 1 Year,No,2630.0,160.0,126,0
8936227,8936227,Female,39,1,28.0,1,1-2 Year,No,38668.0,152.0,80,0
7751595,7751595,Female,28,1,22.0,1,< 1 Year,No,37276.0,152.0,172,0
8823759,8823759,Male,39,1,28.0,0,1-2 Year,Yes,39008.0,124.0,201,0
8057041,8057041,Male,24,1,5.0,0,< 1 Year,Yes,38838.0,151.0,202,0
1822928,1822928,Female,43,1,39.0,0,1-2 Year,Yes,30429.0,124.0,288,0
9864560,9864560,Female,62,1,28.0,0,1-2 Year,Yes,37963.0,124.0,73,0
10880919,10880919,Male,44,1,9.0,0,1-2 Year,Yes,35283.0,26.0,212,1
4145904,4145904,Female,22,1,37.0,0,< 1 Year,Yes,31661.0,152.0,282,0
4030927,4030927,Male,26,1,28.0,1,< 1 Year,No,32459.0,152.0,133,0
5813493,5813493,Male,47,1,28.0,0,1-2 Year,No,36202.0,124.0,187,0
6640267,6640267,Female,64,1,8.0,1,1-2 Year,No,47935.0,26.0,267,0
8620810,8620810,Female,24,1,9.0,1,< 1 Year,No,39408.0,152.0,261,0
11200379,11200379,Male,45,1,28.0,0,> 2 Years,Yes,49800.0,26.0,114,1
10719529,10719529,Male,41,1,8.0,1,1-2 Year,No,2630.0,26.0,54,0
7688069,7688069,Male,48,1,28.0,0,1-2 Year,Yes,24270.0,26.0,73,0
2587742,2587742,Female,24,1,43.0,1,< 1 Year,No,28293.0,152.0,190,0
6407381,6407381,Male,24,1,41.0,1,< 1 Year,No,27360.0,152.0,272,0
10596688,10596688,Female,25,1,2.0,0,< 1 Year,Yes,40982.0,152.0,251,0
9518134,9518134,Female,36,1,28.0,0,1-2 Year,No,38164.0,26.0,73,1
3085059,3085059,Female,20,1,7.0,0,< 1 Year,Yes,47331.0,157.0,142,0
6896156,6896156,Male,40,1,0.0,0,1-2 Year,No,2630.0,122.0,33,0
9056396,9056396,Female,29,1,14.0,1,< 1 Year,No,28204.0,152.0,147,0
1909937,1909937,Male,39,1,28.0,0,1-2 Year,Yes,33093.0,124.0,22,0
9896764,9896764,Male,37,1,28.0,0,1-2 Year,Yes,29468.0,124.0,99,1
3702348,3702348,Male,69,1,4.0,1,1-2 Year,No,28526.0,26.0,27,0
1854668,1854668,Female,55,1,50.0,0,1-2 Year,Yes,2630.0,156.0,52,0
8342041,8342041,Male,37,1,28.0,0,1-2 Year,No,28742.0,29.0,83,0
10567575,10567575,Male,22,1,41.0,1,< 1 Year,No,44771.0,152.0,149,0
8671409,8671409,Female,28,1,36.0,1,< 1 Year,No,30134.0,152.0,82,0
7315409,7315409,Male,28,1,39.0,1,< 1 Year,No,35438.0,152.0,159,0
7475337,7475337,Male,46,1,28.0,0,1-2 Year,Yes,46639.0,124.0,152,0
3701610,3701610,Male,48,1,29.0,1,1-2 Year,No,2630.0,124.0,147,0
10195040,10195040,Male,24,1,28.0,1,< 1 Year,No,65817.0,152.0,96,0
5311392,5311392,Male,38,1,52.0,0,1-2 Year,No,34333.0,124.0,288,1
2238231,2238231,Female,29,1,18.0,1,< 1 Year,No,24204.0,152.0,101,0
6488236,6488236,Male,40,1,41.0,0,1-2 Year,Yes,2630.0,26.0,246,1
1807200,1807200,Female,36,1,41.0,0,1-2 Year,Yes,25169.0,124.0,250,1
7495010,7495010,Male,24,1,8.0,1,< 1 Year,No,56756.0,152.0,190,0
7980697,7980697,Male,24,1,13.0,0,< 1 Year,No,27753.0,151.0,198,0
3845502,3845502,Male,25,1,8.0,0,< 1 Year,Yes,61668.0,152.0,111,0
1854935,1854935,Female,67,1,28.0,0,1-2 Year,Yes,53515.0,124.0,10,0
3299496,3299496,Male,29,1,37.0,1,< 1 Year,No,26250.0,152.0,39,0
6796572,6796572,Male,21,1,42.0,0,< 1 Year,Yes,33126.0,152.0,271,1
6043060,6043060,Male,45,1,28.0,0,1-2 Year,Yes,63750.0,26.0,102,0
8439600,8439600,Female,43,1,21.0,0,1-2 Year,Yes,2630.0,124.0,200,0
9335546,9335546,Male,42,1,28.0,1,1-2 Year,No,38773.0,124.0,297,0
5202481,5202481,Male,49,1,29.0,0,1-2 Year,Yes,38200.0,124.0,212,0
7617791,7617791,Female,30,1,9.0,1,< 1 Year,No,30869.0,152.0,101,0
2336475,2336475,Male,68,1,28.0,0,> 2 Years,Yes,25170.0,122.0,204,0
6047802,6047802,Female,28,1,4.0,1,< 1 Year,No,32965.0,152.0,169,0
10461023,10461023,Male,55,1,8.0,0,1-2 Year,Yes,58930.0,124.0,121,0
9523715,9523715,Male,23,1,8.0,1,< 1 Year,No,56488.0,152.0,42,0
4954015,4954015,Male,25,1,15.0,1,< 1 Year,No,37233.0,152.0,53,0
3862474,3862474,Male,49,1,11.0,1,1-2 Year,No,2630.0,124.0,95,0
6232081,6232081,Male,41,1,28.0,0,1-2 Year,No,33104.0,124.0,100,0
10242572,10242572,Male,71,1,28.0,0,1-2 Year,Yes,48490.0,30.0,147,0
4559303,4559303,Female,44,1,28.0,0,1-2 Year,Yes,24293.0,26.0,228,0
6304426,6304426,Female,29,1,28.0,0,< 1 Year,Yes,53922.0,152.0,235,0
1568432,1568432,Female,23,1,45.0,1,< 1 Year,No,23672.0,152.0,21,0
2907024,2907024,Male,59,1,0.0,0,1-2 Year,Yes,2630.0,124.0,142,0
9507954,9507954,Male,26,1,28.0,0,< 1 Year,Yes,65961.0,122.0,94,0
10274066,10274066,Male,41,1,41.0,0,1-2 Year,Yes,30691.0,124.0,153,1
5521619,5521619,Male,39,1,33.0,0,1-2 Year,Yes,29684.0,26.0,299,0
11268222,11268222,Female,48,1,15.0,1,1-2 Year,No,50711.0,26.0,261,0
5223558,5223558,Male,26,1,10.0,0,< 1 Year,Yes,32621.0,152.0,98,0
6527515,6527515,Female,75,1,28.0,0,1-2 Year,Yes,29653.0,124.0,252,0
1183406,1183406,Male,47,1,8.0,1,1-2 Year,No,58949.0,30.0,177,0
756182,756182,Male,44,1,28.0,0,1-2 Year,Yes,36313.0,26.0,211,0
8680788,8680788,Female,55,1,28.0,1,1-2 Year,No,23695.0,152.0,136,0
7405353,7405353,Female,23,1,15.0,1,< 1 Year,No,35447.0,152.0,158,0
1622152,1622152,Female,24,1,11.0,1,< 1 Year,No,36149.0,152.0,256,0
5957131,5957131,Female,43,1,28.0,0,1-2 Year,Yes,46490.0,26.0,14,1
4256213,4256213,Male,34,1,39.0,0,1-2 Year,No,38511.0,26.0,167,0
4512082,4512082,Female,51,1,48.0,0,1-2 Year,Yes,2630.0,26.0,92,0
8677883,8677883,Male,40,1,28.0,1,1-2 Year,No,28248.0,124.0,196,0
5658484,5658484,Male,23,1,21.0,1,< 1 Year,No,24573.0,152.0,193,0
9446230,9446230,Male,51,1,10.0,0,1-2 Year,Yes,33192.0,26.0,163,0
10923531,10923531,Female,35,1,28.0,0,1-2 Year,Yes,36314.0,26.0,145,0
1474829,1474829,Female,24,1,43.0,1,< 1 Year,No,35172.0,152.0,217,0
3862724,3862724,Male,55,1,24.0,0,1-2 Year,Yes,2630.0,145.0,61,0
4375063,4375063,Male,49,1,17.0,0,1-2 Year,Yes,38467.0,150.0,31,1
5362247,5362247,Female,25,1,29.0,1,< 1 Year,No,35980.0,152.0,102,0
5813098,5813098,Female,38,1,28.0,0,1-2 Year,Yes,42123.0,26.0,180,1
9883257,9883257,Female,24,1,30.0,1,< 1 Year,No,28820.0,152.0,256,0
3307541,3307541,Male,52,1,28.0,1,1-2 Year,No,45996.0,122.0,10,0
2908544,2908544,Female,23,1,29.0,1,< 1 Year,No,27968.0,152.0,242,0
10693049,10693049,Female,36,1,28.0,0,1-2 Year,Yes,46640.0,122.0,147,0
4023581,4023581,Female,23,1,12.0,1,< 1 Year,No,24463.0,152.0,73,0
1335921,1335921,Male,31,1,28.0,0,< 1 Year,Yes,36998.0,124.0,214,0
5149266,5149266,Female,51,1,28.0,0,1-2 Year,Yes,38452.0,26.0,197,0
2028555,2028555,Male,57,1,28.0,0,1-2 Year,Yes,27238.0,26.0,196,0
8609854,8609854,Female,37,1,28.0,0,1-2 Year,Yes,59801.0,26.0,275,0
1988610,1988610,Female,42,1,35.0,0,1-2 Year,Yes,49072.0,10.0,11,0
10439433,10439433,Female,25,1,7.0,0,< 1 Year,Yes,36457.0,152.0,12,0
8091825,8091825,Female,27,1,13.0,1,< 1 Year,No,24884.0,152.0,115,0
10617709,10617709,Male,34,1,28.0,0,1-2 Year,Yes,2630.0,124.0,115,1
9988467,9988467,Female,22,1,15.0,1,< 1 Year,No,37672.0,152.0,155,0
3092966,3092966,Male,38,1,18.0,1,1-2 Year,No,35639.0,154.0,197,0
6423735,6423735,Female,34,1,46.0,1,1-2 Year,No,24579.0,152.0,130,0
4085174,4085174,Female,41,1,38.0,0,1-2 Year,Yes,39553.0,26.0,51,0
4429076,4429076,Female,35,1,28.0,1,1-2 Year,No,57583.0,124.0,261,0
8118879,8118879,Male,22,1,7.0,1,< 1 Year,No,50354.0,152.0,116,0
4470296,4470296,Female,52,1,8.0,0,1-2 Year,Yes,63775.0,26.0,243,0
4728131,4728131,Female,34,1,41.0,0,1-2 Year,Yes,2630.0,156.0,218,0
5017621,5017621,Male,21,1,45.0,1,< 1 Year,No,39154.0,152.0,153,0
2557926,2557926,Female,57,1,28.0,1,1-2 Year,No,54866.0,124.0,287,0
6438000,6438000,Male,43,1,41.0,0,1-2 Year,Yes,28405.0,124.0,76,1
5384937,5384937,Male,21,1,41.0,1,< 1 Year,No,27578.0,160.0,133,0
11102425,11102425,Male,55,1,46.0,1,1-2 Year,No,46724.0,26.0,117,0
10060017,10060017,Male,50,1,28.0,0,> 2 Years,Yes,48325.0,26.0,233,0
4030421,4030421,Male,29,1,8.0,1,< 1 Year,No,39271.0,152.0,104,0
9043480,9043480,Female,21,1,21.0,0,< 1 Year,Yes,2630.0,163.0,65,1
9117239,9117239,Male,57,1,6.0,0,> 2 Years,Yes,31154.0,31.0,103,0
3000270,3000270,Male,25,1,21.0,1,< 1 Year,No,29985.0,152.0,146,0
9814012,9814012,Female,21,1,38.0,1,< 1 Year,No,24651.0,160.0,160,0
9341748,9341748,Female,63,1,28.0,0,> 2 Years,Yes,63586.0,122.0,159,0
10656975,10656975,Female,25,1,8.0,1,< 1 Year,No,30471.0,152.0,43,0
5324803,5324803,Male,61,1,28.0,1,1-2 Year,No,36914.0,122.0,201,0
9265108,9265108,Male,23,1,26.0,0,< 1 Year,Yes,33768.0,122.0,72,0
5132950,5132950,Male,46,1,28.0,0,1-2 Year,Yes,37142.0,26.0,118,1
10919805,10919805,Male,26,1,29.0,1,< 1 Year,No,38208.0,152.0,58,0
9412834,9412834,Male,40,1,28.0,0,1-2 Year,Yes,48342.0,124.0,23,0
9412934,9412934,Male,25,1,36.0,1,< 1 Year,No,31417.0,152.0,147,0
5781223,5781223,Male,33,1,15.0,0,1-2 Year,Yes,29333.0,124.0,66,0
4473473,4473473,Female,22,1,3.0,0,< 1 Year,Yes,24083.0,160.0,118,1
1997695,1997695,Male,50,1,28.0,0,1-2 Year,Yes,39299.0,124.0,70,0
9308692,9308692,Male,23,1,50.0,1,< 1 Year,No,33415.0,152.0,92,0
1631006,1631006,Male,25,1,28.0,1,< 1 Year,No,44740.0,152.0,96,0
9586714,9586714,Male,45,1,17.0,0,1-2 Year,Yes,53677.0,124.0,198,1
78494,78494,Female,22,1,45.0,0,< 1 Year,Yes,28559.0,160.0,76,0
1999385,1999385,Male,24,1,11.0,1,< 1 Year,No,39393.0,152.0,264,0
6545651,6545651,Female,31,1,29.0,0,< 1 Year,Yes,2630.0,152.0,52,1
2684235,2684235,Male,55,1,28.0,0,1-2 Year,Yes,46660.0,154.0,249,0
3616337,3616337,Female,74,1,46.0,1,1-2 Year,No,28159.0,11.0,165,0
2357685,2357685,Female,39,1,14.0,0,1-2 Year,Yes,48663.0,124.0,158,0
7814994,7814994,Female,44,1,8.0,0,1-2 Year,Yes,46697.0,26.0,21,0
11477012,11477012,Male,39,1,36.0,1,1-2 Year,No,36255.0,152.0,184,0
2481095,2481095,Male,53,1,28.0,0,1-2 Year,Yes,35703.0,26.0,253,0
5856977,5856977,Female,30,1,28.0,1,< 1 Year,No,43887.0,152.0,109,0
5187465,5187465,Female,21,1,15.0,1,< 1 Year,No,24762.0,160.0,101,0
6503761,6503761,Female,46,1,28.0,0,1-2 Year,Yes,38129.0,124.0,30,1
9459089,9459089,Male,54,1,28.0,0,1-2 Year,Yes,2630.0,61.0,21,0
6713279,6713279,Male,30,1,30.0,0,< 1 Year,Yes,25913.0,152.0,225,0
5925431,5925431,Female,21,1,46.0,1,< 1 Year,No,32576.0,152.0,133,0
8852232,8852232,Male,63,1,30.0,0,1-2 Year,Yes,2630.0,157.0,17,1
5370722,5370722,Female,69,1,28.0,1,1-2 Year,No,63356.0,124.0,172,0
5789337,5789337,Male,61,1,46.0,0,1-2 Year,Yes,29051.0,26.0,81,0
6038166,6038166,Female,29,1,33.0,1,< 1 Year,No,29082.0,152.0,92,0
596165,596165,Female,24,1,28.0,1,< 1 Year,No,40978.0,152.0,257,0
5591181,5591181,Female,22,1,41.0,0,< 1 Year,Yes,37889.0,152.0,240,0
588416,588416,Male,28,1,8.0,1,< 1 Year,No,30262.0,152.0,37,0
1332397,1332397,Female,22,1,41.0,0,< 1 Year,Yes,28244.0,152.0,221,0
5294516,5294516,Female,68,1,28.0,0,1-2 Year,Yes,42604.0,26.0,251,1
2258374,2258374,Male,21,1,10.0,1,< 1 Year,Yes,39268.0,160.0,189,0
4785427,4785427,Female,46,1,6.0,1,1-2 Year,No,35197.0,26.0,185,0
50306,50306,Male,35,1,49.0,0,1-2 Year,No,23094.0,152.0,126,0
5496574,5496574,Male,23,1,8.0,1,< 1 Year,No,53593.0,152.0,71,0
7270617,7270617,Male,51,1,28.0,0,1-2 Year,Yes,23987.0,157.0,87,0
628762,628762,Female,28,1,15.0,0,< 1 Year,Yes,27206.0,152.0,186,0
4135993,4135993,Male,38,1,8.0,0,1-2 Year,Yes,36600.0,157.0,57,1
5104089,5104089,Female,27,1,21.0,1,< 1 Year,No,44152.0,152.0,285,0
2555779,2555779,Female,20,1,2.0,0,< 1 Year,Yes,37371.0,160.0,254,0
4136093,4136093,Female,42,1,28.0,1,1-2 Year,No,44341.0,13.0,17,0
9272312,9272312,Male,28,1,25.0,1,< 1 Year,No,23392.0,152.0,14,0
9977407,9977407,Male,23,1,28.0,0,< 1 Year,Yes,43982.0,152.0,92,0
960252,960252,Male,35,1,36.0,0,1-2 Year,Yes,33560.0,152.0,157,0
5786015,5786015,Male,52,1,8.0,0,1-2 Year,Yes,51937.0,26.0,74,0
9883686,9883686,Female,24,1,18.0,1,< 1 Year,No,50812.0,152.0,228,0
4735887,4735887,Female,65,1,28.0,0,1-2 Year,Yes,37525.0,122.0,272,0
10491354,10491354,Male,43,1,12.0,1,1-2 Year,No,23892.0,124.0,101,0
811605,811605,Male,45,1,29.0,0,1-2 Year,Yes,38109.0,163.0,75,0
5106942,5106942,Male,53,1,12.0,0,1-2 Year,Yes,37190.0,124.0,98,0
4469854,4469854,Female,27,1,2.0,1,< 1 Year,No,2630.0,152.0,288,0
5456524,5456524,Male,26,1,28.0,1,< 1 Year,No,37751.0,152.0,193,0
2686301,2686301,Female,40,1,45.0,1,1-2 Year,No,17654.0,30.0,193,0
10447023,10447023,Female,25,1,44.0,1,< 1 Year,No,34050.0,152.0,253,0
2211816,2211816,Male,65,1,8.0,0,1-2 Year,Yes,44624.0,7.0,73,0
4455552,4455552,Male,50,1,33.0,0,1-2 Year,Yes,29407.0,124.0,128,0
3725008,3725008,Male,26,1,28.0,0,< 1 Year,Yes,48616.0,124.0,242,0
9374211,9374211,Male,55,1,3.0,1,1-2 Year,No,2630.0,124.0,144,0
5557163,5557163,Female,21,1,25.0,0,< 1 Year,Yes,21431.0,152.0,95,0
7866529,7866529,Male,35,1,3.0,1,1-2 Year,No,35235.0,152.0,30,0
9145245,9145245,Male,25,1,8.0,1,< 1 Year,No,49565.0,152.0,293,0
5420735,5420735,Male,51,1,45.0,0,1-2 Year,Yes,39216.0,124.0,202,1
5013160,5013160,Female,24,1,26.0,0,< 1 Year,Yes,33655.0,152.0,189,0
5040044,5040044,Male,22,1,33.0,0,1-2 Year,Yes,32180.0,154.0,171,0
8867251,8867251,Male,44,1,28.0,0,1-2 Year,Yes,38771.0,26.0,281,0
7117929,7117929,Male,24,1,2.0,1,< 1 Year,No,33187.0,152.0,189,0
8481357,8481357,Male,55,1,7.0,0,> 2 Years,Yes,2630.0,124.0,244,1
3359392,3359392,Male,24,1,46.0,1,< 1 Year,No,28667.0,152.0,222,0
11457867,11457867,Male,51,1,28.0,1,1-2 Year,No,41789.0,124.0,68,0
10035905,10035905,Female,26,1,28.0,1,< 1 Year,No,67892.0,152.0,293,0
6047292,6047292,Female,20,1,28.0,1,< 1 Year,Yes,56662.0,160.0,281,0
4970309,4970309,Female,24,1,25.0,1,< 1 Year,No,32438.0,152.0,142,0
5862457,5862457,Male,71,1,35.0,1,1-2 Year,No,30198.0,124.0,127,0
6765675,6765675,Male,51,1,8.0,1,1-2 Year,No,65629.0,7.0,49,0
11112843,11112843,Male,38,1,29.0,0,1-2 Year,Yes,36751.0,124.0,106,0
6803653,6803653,Male,31,1,7.0,0,1-2 Year,No,35141.0,26.0,123,0
7030748,7030748,Male,36,1,8.0,0,1-2 Year,Yes,39335.0,124.0,189,0
5192900,5192900,Male,38,1,47.0,0,1-2 Year,Yes,26275.0,124.0,217,1
10380771,10380771,Female,25,1,8.0,1,< 1 Year,No,32730.0,152.0,16,0
2224084,2224084,Female,46,1,15.0,0,1-2 Year,Yes,2630.0,155.0,201,1
5871382,5871382,Male,25,1,46.0,1,< 1 Year,No,2630.0,160.0,31,0
4279448,4279448,Male,48,1,28.0,0,1-2 Year,Yes,31538.0,61.0,82,1
8183628,8183628,Female,21,1,32.0,1,< 1 Year,No,2630.0,152.0,250,0
4268467,4268467,Male,25,1,33.0,1,< 1 Year,No,39327.0,152.0,179,0
324026,324026,Male,58,1,28.0,0,1-2 Year,Yes,50285.0,26.0,161,1
6490717,6490717,Female,25,1,3.0,1,< 1 Year,No,28862.0,152.0,222,0
7005222,7005222,Male,46,1,28.0,0,1-2 Year,Yes,30065.0,26.0,272,0
10840860,10840860,Female,49,1,29.0,0,1-2 Year,Yes,27563.0,124.0,250,0
330110,330110,Male,29,1,7.0,0,< 1 Year,Yes,2630.0,152.0,182,1
6082604,6082604,Female,57,1,19.0,0,1-2 Year,Yes,53421.0,26.0,43,1
10370653,10370653,Female,24,1,45.0,0,< 1 Year,Yes,26343.0,152.0,32,0
950807,950807,Female,37,1,28.0,1,1-2 Year,No,36369.0,44.0,260,0
11454096,11454096,Female,39,1,29.0,0,1-2 Year,Yes,2630.0,157.0,104,0
1338836,1338836,Male,26,1,30.0,1,< 1 Year,No,28196.0,152.0,165,0
8975147,8975147,Female,23,1,36.0,0,< 1 Year,Yes,34623.0,151.0,269,0
7274124,7274124,Male,52,1,8.0,0,1-2 Year,Yes,2630.0,163.0,21,0
6313885,6313885,Male,58,1,48.0,0,1-2 Year,Yes,2630.0,26.0,229,0
4644716,4644716,Female,32,1,20.0,0,> 2 Years,Yes,2630.0,154.0,96,0
1401262,1401262,Female,39,1,28.0,0,> 2 Years,Yes,2630.0,158.0,255,1
5002236,5002236,Female,40,1,33.0,0,1-2 Year,Yes,44731.0,122.0,295,0
10826834,10826834,Male,48,1,28.0,0,1-2 Year,Yes,61898.0,26.0,132,0
5482799,5482799,Male,56,1,46.0,1,1-2 Year,No,27322.0,26.0,285,0
4466863,4466863,Female,24,1,12.0,1,< 1 Year,No,34168.0,152.0,194,0
6457937,6457937,Male,65,1,28.0,0,> 2 Years,Yes,51437.0,124.0,179,1
2474092,2474092,Male,50,1,39.0,0,1-2 Year,Yes,44978.0,26.0,103,0
413415,413415,Male,21,1,8.0,1,< 1 Year,No,30295.0,160.0,130,0
6179241,6179241,Male,73,1,8.0,0,1-2 Year,Yes,2630.0,124.0,37,0
4765506,4765506,Male,47,1,46.0,0,> 2 Years,Yes,2630.0,26.0,133,0
6021314,6021314,Female,20,1,17.0,1,< 1 Year,No,29348.0,160.0,63,0
2833414,2833414,Male,41,1,7.0,0,> 2 Years,Yes,2630.0,156.0,74,0
5422016,5422016,Female,48,1,28.0,1,1-2 Year,Yes,37198.0,124.0,123,0
9424077,9424077,Female,24,1,28.0,1,< 1 Year,No,42115.0,152.0,216,0
4377810,4377810,Male,44,1,28.0,0,1-2 Year,Yes,52298.0,26.0,31,1
6100360,6100360,Male,67,1,41.0,0,1-2 Year,Yes,27372.0,26.0,216,1
7329778,7329778,Female,45,1,47.0,0,1-2 Year,Yes,30498.0,26.0,131,0
5752406,5752406,Female,22,1,6.0,1,< 1 Year,No,18603.0,152.0,236,0
11173007,11173007,Male,25,1,36.0,1,< 1 Year,No,2630.0,152.0,180,0
4286464,4286464,Male,39,1,28.0,0,1-2 Year,Yes,49815.0,124.0,115,0
9547507,9547507,Male,24,1,50.0,1,< 1 Year,No,33265.0,152.0,226,0
4743625,4743625,Female,29,1,35.0,1,< 1 Year,No,2630.0,160.0,39,0
9617524,9617524,Male,23,1,27.0,0,< 1 Year,No,27871.0,152.0,99,0
533942,533942,Male,24,1,37.0,0,< 1 Year,Yes,37651.0,152.0,113,1
7832153,7832153,Female,25,1,29.0,1,< 1 Year,No,24450.0,152.0,227,0
2289244,2289244,Male,55,1,29.0,0,1-2 Year,No,2630.0,156.0,69,0
6003902,6003902,Male,22,1,28.0,0,< 1 Year,No,37349.0,152.0,149,1
1616660,1616660,Male,31,1,41.0,0,< 1 Year,Yes,29104.0,152.0,194,0
11378575,11378575,Female,35,1,35.0,1,1-2 Year,No,26720.0,152.0,284,0
10132083,10132083,Male,30,1,8.0,1,< 1 Year,No,2630.0,160.0,218,0
5841184,5841184,Female,24,1,8.0,1,< 1 Year,No,49837.0,152.0,215,0
6403259,6403259,Male,50,1,28.0,0,1-2 Year,Yes,43920.0,26.0,131,0
3178385,3178385,Female,48,1,28.0,0,1-2 Year,Yes,38601.0,26.0,265,1
8920969,8920969,Male,25,1,46.0,1,< 1 Year,No,25160.0,152.0,225,0
5942540,5942540,Male,50,1,28.0,0,1-2 Year,Yes,42418.0,163.0,27,0
7209665,7209665,Female,25,1,11.0,1,< 1 Year,No,25341.0,152.0,116,0
7889430,7889430,Female,24,1,33.0,1,< 1 Year,No,27756.0,152.0,96,0
4483773,4483773,Male,24,1,45.0,1,< 1 Year,No,38496.0,152.0,235,0
5175217,5175217,Male,54,1,28.0,0,1-2 Year,Yes,50919.0,124.0,202,1
